DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
2,VAN,Canadian Grand Prix,2.0,SUPERSOFT,47.0,204967
2,VAN,Canadian Grand Prix,3.0,HYPERSOFT,20.0,87220
