DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
9,ERI,Bahrain Grand Prix,1.0,SOFT,22.0,119064
9,ERI,Bahrain Grand Prix,2.0,MEDIUM,33.0,178596
