DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
55,SAI,Austrian Grand Prix,1.0,ULTRASOFT,17.0,73406
55,SAI,Austrian Grand Prix,2.0,SOFT,19.0,82042
55,SAI,Austrian Grand Prix,3.0,SUPERSOFT,36.0,155448
