DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
7,RAI,Russian Grand Prix,2.0,MEDIUM,27.0,157896
7,RAI,Russian Grand Prix,3.0,SOFT,26.0,152048
