Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
2,Belgian Grand Prix,2.0,SOFT,2.0,14008
2,Belgian Grand Prix,3.0,MEDIUM,26.0,182104
2,Belgian Grand Prix,4.0,SUPERSOFT,15.0,105060
