DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
63,RUS,Italian Grand Prix,1.0,MEDIUM,23.0,133239
63,RUS,Italian Grand Prix,2.0,HARD,29.0,167997
