DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
77,BOT,Singapore Grand Prix,1.0,SOFT,25.0,123500
77,BOT,Singapore Grand Prix,2.0,HARD,39.0,192660
