DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
18,STR,Singapore Grand Prix,1.0,SOFT,39.0,192660
18,STR,Singapore Grand Prix,2.0,ULTRASOFT,20.0,98800
