DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
77,BOT,Belgian Grand Prix,1.0,SOFT,28.0,196112
77,BOT,Belgian Grand Prix,2.0,MEDIUM,21.0,147084
