DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
7,RAI,Australian Grand Prix,1.0,SOFT,15.0,79170
7,RAI,Australian Grand Prix,2.0,MEDIUM,45.0,237510
