DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
23,ALB,Bahrain Grand Prix,1.0,SOFT,12.0,64944
23,ALB,Bahrain Grand Prix,2.0,SOFT,16.0,86592
23,ALB,Bahrain Grand Prix,3.0,MEDIUM,32.0,173184
