DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
44,HAM,Russian Grand Prix,1.0,MEDIUM,31.0,181288
44,HAM,Russian Grand Prix,2.0,SOFT,28.0,163744
