Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
18,Brazilian Grand Prix,1.0,SOFT,17.0,73253
18,Brazilian Grand Prix,2.0,MEDIUM,48.0,206832
18,Brazilian Grand Prix,3.0,SUPERSOFT,4.0,17236
