DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
33,VER,Italian Grand Prix,1.0,SUPERSOFT,28.0,162204
33,VER,Italian Grand Prix,2.0,SOFT,27.0,156411
