DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
63,RUS,Belgian Grand Prix,1.0,MEDIUM,30.0,210120
63,RUS,Belgian Grand Prix,2.0,SOFT,13.0,91052
