DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
16,LEC,Spanish Grand Prix,1.0,SOFT,19.0,88483
16,LEC,Spanish Grand Prix,2.0,MEDIUM,44.0,204908
