Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
44,Japanese Grand Prix,1.0,SOFT,24.0,139368
44,Japanese Grand Prix,2.0,MEDIUM,21.0,121947
44,Japanese Grand Prix,3.0,SOFT,19.0,110333
