DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
20,MAG,Azerbaijan Grand Prix,2.0,SOFT,38.0,228114
20,MAG,Azerbaijan Grand Prix,3.0,ULTRASOFT,12.0,72036
