DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
14,ALO,Australian Grand Prix,1.0,ULTRASOFT,25.0,131950
14,ALO,Australian Grand Prix,2.0,SOFT,32.0,168896
