DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,HUL,Austrian Grand Prix,1.0,MEDIUM,26.0,112268
27,HUL,Austrian Grand Prix,2.0,HARD,44.0,189992
