DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
9,ERI,Singapore Grand Prix,1.0,ULTRASOFT,55.0,271700
9,ERI,Singapore Grand Prix,2.0,HYPERSOFT,4.0,19760
