DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,HUL,Mexican Grand Prix,1.0,HYPERSOFT,15.0,64560
27,HUL,Mexican Grand Prix,2.0,SUPERSOFT,57.0,245328
