DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
55,SAI,Brazilian Grand Prix,1.0,SOFT,29.0,124961
55,SAI,Brazilian Grand Prix,2.0,MEDIUM,42.0,180978
