DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
88,KUB,Belgian Grand Prix,1.0,MEDIUM,31.0,217124
88,KUB,Belgian Grand Prix,2.0,SOFT,12.0,84048
