DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
99,GIO,Belgian Grand Prix,1.0,MEDIUM,29.0,203116
99,GIO,Belgian Grand Prix,2.0,SOFT,14.0,98056
