DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
8,GRO,Japanese Grand Prix,1.0,SOFT,19.0,110333
8,GRO,Japanese Grand Prix,2.0,HARD,36.0,209052
