DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
44,HAM,Chinese Grand Prix,1.0,MEDIUM,25.0,136275
44,HAM,Chinese Grand Prix,2.0,HARD,14.0,76314
44,HAM,Chinese Grand Prix,3.0,MEDIUM,23.0,125373
