DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
4,NOR,Spanish Grand Prix,1.0,SOFT,26.0,121082
4,NOR,Spanish Grand Prix,2.0,MEDIUM,19.0,88483
