DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
14,ALO,Singapore Grand Prix,1.0,ULTRASOFT,37.0,182780
14,ALO,Singapore Grand Prix,2.0,SOFT,23.0,113620
