DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
26,KVY,Spanish Grand Prix,1.0,SOFT,24.0,111768
26,KVY,Spanish Grand Prix,2.0,MEDIUM,24.0,111768
26,KVY,Spanish Grand Prix,3.0,MEDIUM,21.0,97797
