DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
28,HAR,French Grand Prix,1.0,ULTRASOFT,37.0,216154
28,HAR,French Grand Prix,2.0,SUPERSOFT,14.0,81788
