DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
9,ERI,Monaco Grand Prix,1.0,ULTRASOFT,16.0,53392
9,ERI,Monaco Grand Prix,2.0,SUPERSOFT,61.0,203557
