DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
44,HAM,Spanish Grand Prix,1.0,SOFT,26.0,121082
44,HAM,Spanish Grand Prix,2.0,MEDIUM,41.0,190937
