DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
27,HUL,Mexican Grand Prix,1.0,MEDIUM,18.0,77472
27,HUL,Mexican Grand Prix,2.0,HARD,52.0,223808
