DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
28,HAR,Bahrain Grand Prix,1.0,SUPERSOFT,19.0,102828
28,HAR,Bahrain Grand Prix,2.0,SOFT,22.0,119064
28,HAR,Bahrain Grand Prix,3.0,SUPERSOFT,17.0,92004
