DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
63,RUS,Brazilian Grand Prix,1.0,MEDIUM,23.0,99107
63,RUS,Brazilian Grand Prix,2.0,MEDIUM,31.0,133579
63,RUS,Brazilian Grand Prix,3.0,SOFT,12.0,51708
63,RUS,Brazilian Grand Prix,4.0,SOFT,8.0,34472
