DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
5,VET,Monaco Grand Prix,1.0,HYPERSOFT,18.0,60066
5,VET,Monaco Grand Prix,2.0,ULTRASOFT,62.0,206894
