DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
18,STR,Chinese Grand Prix,1.0,SOFT,45.0,245295
18,STR,Chinese Grand Prix,2.0,MEDIUM,10.0,54510
