DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
5,VET,Canadian Grand Prix,1.0,ULTRASOFT,38.0,165718
5,VET,Canadian Grand Prix,2.0,SUPERSOFT,33.0,143913
