DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
18,STR,Hungarian Grand Prix,1.0,MEDIUM,16.0,70096
18,STR,Hungarian Grand Prix,2.0,HARD,34.0,148954
18,STR,Hungarian Grand Prix,3.0,SOFT,18.0,78858
