DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
44,HAM,Austrian Grand Prix,1.0,MEDIUM,34.0,146812
44,HAM,Austrian Grand Prix,2.0,HARD,41.0,177038
