DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeters
20,MAG,Monaco Grand Prix,1.0,SOFT,16.0,53392
20,MAG,Monaco Grand Prix,2.0,MEDIUM,66.0,220242
