DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,HUL,Australian Grand Prix,1.0,ULTRASOFT,26.0,137228
27,HUL,Australian Grand Prix,2.0,SOFT,34.0,179452
