DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
11,PER,Mexican Grand Prix,1.0,MEDIUM,20.0,86080
11,PER,Mexican Grand Prix,2.0,HARD,51.0,219504
