DriverID,Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
4,NOR,Monaco Grand Prix,1.0,MEDIUM,47.0,156839
4,NOR,Monaco Grand Prix,2.0,SOFT,31.0,103447
