Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 03:04:43.518000,VER,1,0 days 00:01:16.276000,67.0,3.0,,,0 days 00:00:19.919000,0 days 00:00:35.947000,0 days 00:00:20.410000,0 days 03:03:47.138000,0 days 03:04:23.085000,0 days 03:04:43.495000,194.0,194.0,259.0,281.0,False,HARD,16.0,False,Red Bull Racing,0 days 03:03:27.242000,2024-05-26 15:11:32.631,1,6.0,False,,False,True
0 days 03:05:59.472000,VER,1,0 days 00:01:15.954000,68.0,3.0,,,0 days 00:00:19.716000,0 days 00:00:35.912000,0 days 00:00:20.326000,0 days 03:05:03.211000,0 days 03:05:39.123000,0 days 03:05:59.449000,,194.0,260.0,281.0,False,HARD,17.0,False,Red Bull Racing,0 days 03:04:43.518000,2024-05-26 15:12:48.907,1,6.0,False,,False,True
0 days 03:07:14.935000,VER,1,0 days 00:01:15.463000,69.0,3.0,,,0 days 00:00:19.676000,0 days 00:00:35.698000,0 days 00:00:20.089000,0 days 03:06:19.125000,0 days 03:06:54.823000,0 days 03:07:14.912000,195.0,198.0,268.0,282.0,False,HARD,18.0,False,Red Bull Racing,0 days 03:05:59.472000,2024-05-26 15:14:04.861,1,6.0,False,,False,True
0 days 03:08:30.384000,VER,1,0 days 00:01:15.449000,70.0,3.0,,,0 days 00:00:19.665000,0 days 00:00:35.669000,0 days 00:00:20.115000,0 days 03:07:34.577000,0 days 03:08:10.246000,0 days 03:08:30.361000,202.0,198.0,269.0,283.0,False,HARD,19.0,False,Red Bull Racing,0 days 03:07:14.935000,2024-05-26 15:15:20.324,1,6.0,False,,False,True
0 days 03:09:46.043000,VER,1,0 days 00:01:15.659000,71.0,3.0,,,0 days 00:00:19.597000,0 days 00:00:35.787000,0 days 00:00:20.275000,0 days 03:08:49.958000,0 days 03:09:25.745000,0 days 03:09:46.020000,204.0,194.0,268.0,284.0,False,HARD,20.0,False,Red Bull Racing,0 days 03:08:30.384000,2024-05-26 15:16:35.773,1,6.0,False,,False,True
0 days 03:11:01.776000,VER,1,0 days 00:01:15.733000,72.0,3.0,,,0 days 00:00:19.687000,0 days 00:00:35.888000,0 days 00:00:20.158000,0 days 03:10:05.707000,0 days 03:10:41.595000,0 days 03:11:01.753000,205.0,193.0,268.0,284.0,False,HARD,21.0,False,Red Bull Racing,0 days 03:09:46.043000,2024-05-26 15:17:51.432,1,6.0,False,,False,True
0 days 03:12:17.212000,VER,1,0 days 00:01:15.436000,73.0,3.0,,,0 days 00:00:19.704000,0 days 00:00:35.700000,0 days 00:00:20.032000,0 days 03:11:21.457000,0 days 03:11:57.157000,0 days 03:12:17.189000,208.0,193.0,269.0,283.0,False,HARD,22.0,False,Red Bull Racing,0 days 03:11:01.776000,2024-05-26 15:19:07.165,1,6.0,False,,False,True
0 days 03:13:32.592000,VER,1,0 days 00:01:15.380000,74.0,3.0,,,0 days 00:00:19.602000,0 days 00:00:35.636000,0 days 00:00:20.142000,0 days 03:12:36.791000,0 days 03:13:12.427000,0 days 03:13:32.569000,205.0,197.0,269.0,283.0,False,HARD,23.0,False,Red Bull Racing,0 days 03:12:17.212000,2024-05-26 15:20:22.601,1,6.0,False,,False,True
0 days 03:14:47.988000,VER,1,0 days 00:01:15.396000,75.0,3.0,,,0 days 00:00:19.556000,0 days 00:00:35.638000,0 days 00:00:20.202000,0 days 03:13:52.125000,0 days 03:14:27.763000,0 days 03:14:47.965000,207.0,196.0,270.0,284.0,False,HARD,24.0,False,Red Bull Racing,0 days 03:13:32.592000,2024-05-26 15:21:37.981,1,6.0,False,,False,True
0 days 03:16:03.629000,VER,1,0 days 00:01:15.641000,76.0,3.0,,,0 days 00:00:19.673000,0 days 00:00:35.759000,0 days 00:00:20.209000,0 days 03:15:07.638000,0 days 03:15:43.397000,0 days 03:16:03.606000,202.0,195.0,270.0,285.0,False,HARD,25.0,False,Red Bull Racing,0 days 03:14:47.988000,2024-05-26 15:22:53.377,1,6.0,False,,False,True
0 days 03:17:19.172000,VER,1,0 days 00:01:15.543000,77.0,3.0,,,0 days 00:00:19.644000,0 days 00:00:35.818000,0 days 00:00:20.081000,0 days 03:16:23.250000,0 days 03:16:59.068000,0 days 03:17:19.149000,208.0,195.0,270.0,286.0,False,HARD,26.0,False,Red Bull Racing,0 days 03:16:03.629000,2024-05-26 15:24:09.018,1,6.0,False,,False,True
0 days 03:18:35.420000,VER,1,0 days 00:01:16.248000,78.0,3.0,,,0 days 00:00:19.697000,0 days 00:00:36.263000,0 days 00:00:20.288000,0 days 03:17:38.846000,0 days 03:18:15.109000,0 days 03:18:35.397000,207.0,194.0,267.0,286.0,False,HARD,27.0,False,Red Bull Racing,0 days 03:17:19.172000,2024-05-26 15:25:24.561,1,6.0,False,,False,True
