DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
24,ZHO,2024,Belgian Grand Prix,Spa-Francorchamps,1.0,HARD,5.0,35020,0.11218749599559195
