DriverID,#Driver,Team,Year,GranPrix,#Location,LapNumber,position,PitInTime,PitOutTime,Stint,TireLife,#TireMeters,Compound,IsFreshTire,#DriverMeters,LapTime,Best,air_temp_avg,humidity_avg,trackTemp_AVG,pressure_avg,wind_speed_avg,wind_direction_avg,NormalizedTireMeters,NormalizedDriverMeters
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,1.0,10.0,1,1,1.0,1.0,5412,1,1,5412,105.364,0,13.65,11.0,15.6,508.35,0.3,95.0,0.017337485103602047,0.01745524915336236
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,2.0,10.0,1,1,1.0,2.0,10824,1,1,10824,100.433,1,13.65,11.0,15.55,508.45,0.3,98.5,0.034674970207204094,0.03491049830672472
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,3.0,10.0,1,1,1.0,3.0,16236,1,1,16236,99.777,0,27.3,22.0,31.2,1016.7,0.6,170.0,0.05201245531080614,0.052365747460087084
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,4.0,12.0,1,1,1.0,4.0,21648,1,1,21648,102.267,0,13.6,11.0,15.55,508.45,0.4,118.0,0.06934994041440819,0.06982099661344944
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,5.0,12.0,1,1,1.0,5.0,27060,1,1,27060,100.664,0,13.6,11.0,15.5,508.45,0.3,112.5,0.08668742551801023,0.08727624576681181
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,6.0,12.0,1,1,1.0,6.0,32472,1,1,32472,100.814,0,13.55,11.0,15.45,508.45,0.3,105.0,0.10402491062161227,0.10473149492017417
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,7.0,12.0,1,1,1.0,7.0,37884,1,1,37884,100.726,0,27.1,21.0,30.9,1016.9,0.6,197.0,0.12136239572521432,0.12218674407353652
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,8.0,12.0,1,1,1.0,8.0,43296,1,1,43296,100.857,0,13.55,10.5,15.45,508.45,0.3,100.5,0.13869988082881637,0.13964199322689888
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,9.0,12.0,1,1,1.0,9.0,48708,1,1,48708,100.783,0,13.55,10.5,15.4,508.45,0.4,90.0,0.1560373659324184,0.15709724238026124
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,10.0,13.0,1,1,1.0,10.0,54120,1,1,54120,103.521,0,27.1,21.0,30.8,1016.9,0.8,195.0,0.17337485103602046,0.17455249153362362
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,11.0,20.0,1,1,2.0,1.0,5412,3,1,59532,129.886,0,13.55,10.5,15.3,508.45,0.4,89.5,0.017337485103602047,0.19200774068698598
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,12.0,18.0,1,1,2.0,2.0,10824,3,1,64944,99.314,1,13.55,10.5,15.25,508.5,0.5,80.5,0.034674970207204094,0.20946298984034833
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,13.0,17.0,1,1,2.0,3.0,16236,3,1,70356,99.51,0,13.55,10.5,15.25,508.45,0.4,85.5,0.05201245531080614,0.2269182389937107
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,14.0,16.0,1,1,2.0,4.0,21648,3,1,75768,99.243,1,27.1,21.0,30.5,1016.9,0.8,141.0,0.06934994041440819,0.24437348814707305
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,15.0,16.0,1,1,2.0,5.0,27060,3,1,81180,98.87,0,13.5,10.5,15.25,508.5,0.3,89.5,0.08668742551801023,0.26182873730043543
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,16.0,14.0,1,1,2.0,6.0,32472,3,1,86592,98.86,1,13.5,10.0,15.15,508.5,0.3,107.0,0.10402491062161227,0.27928398645379776
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,17.0,15.0,1,1,2.0,7.0,37884,3,1,92004,101.501,0,27.0,21.0,30.3,1017.0,0.6,208.0,0.12136239572521432,0.29673923560716015
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,18.0,19.0,1,1,3.0,4.0,21648,1,0,97416,128.607,0,8.966666666666667,6.666666666666667,10.1,339.0,0.19999999999999998,58.0,0.06934994041440819,0.3141944847605225
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,19.0,19.0,1,1,3.0,5.0,27060,1,0,102828,97.966,1,26.9,21.0,30.2,1017.0,0.6,240.0,0.08668742551801023,0.33164973391388486
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,20.0,19.0,1,1,3.0,6.0,32472,1,0,108240,98.345,0,13.45,10.5,15.05,508.5,0.3,91.0,0.10402491062161227,0.34910498306724724
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,21.0,19.0,1,1,3.0,7.0,37884,1,0,113652,98.297,0,26.8,21.0,30.1,1017.0,0.5,229.0,0.12136239572521432,0.36656023222060957
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,22.0,19.0,1,1,3.0,8.0,43296,1,0,119064,98.908,0,13.35,10.5,15.0,508.5,0.25,120.5,0.13869988082881637,0.38401548137397196
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,23.0,18.0,1,1,3.0,9.0,48708,1,0,124476,98.291,0,13.35,10.5,14.95,508.5,0.4,99.5,0.1560373659324184,0.4014707305273343
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,24.0,18.0,1,1,3.0,10.0,54120,1,0,129888,98.696,0,26.7,21.0,29.9,1017.0,0.6,183.0,0.17337485103602046,0.41892597968069667
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,25.0,18.0,1,1,3.0,11.0,59532,1,0,135300,98.447,0,13.35,10.5,14.95,508.5,0.25,97.5,0.1907123361396225,0.436381228834059
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,26.0,18.0,1,1,3.0,12.0,64944,1,0,140712,98.44,0,13.4,10.5,14.95,508.5,0.3,87.5,0.20804982124322455,0.4538364779874214
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,27.0,17.0,1,1,3.0,13.0,70356,1,0,146124,100.973,0,26.8,21.0,29.9,1017.0,0.5,190.0,0.22538730634682658,0.47129172714078377
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,28.0,19.0,1,1,4.0,1.0,5412,2,1,151536,127.663,0,13.35,10.5,14.95,508.5,0.3,97.0,0.017337485103602047,0.4887469762941461
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,29.0,19.0,1,1,4.0,2.0,10824,2,1,156948,97.26,1,13.35,10.5,14.9,508.5,0.3,85.5,0.034674970207204094,0.5062022254475085
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,30.0,19.0,1,1,4.0,3.0,16236,2,1,162360,97.605,0,13.35,10.5,14.8,508.5,0.3,77.0,0.05201245531080614,0.5236574746008709
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,31.0,19.0,1,1,4.0,4.0,21648,2,1,167772,97.768,0,26.7,21.0,29.6,1017.0,0.6,204.0,0.06934994041440819,0.5411127237542331
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,32.0,19.0,1,1,4.0,5.0,27060,2,1,173184,98.111,0,13.35,10.5,14.8,508.5,0.3,106.0,0.08668742551801023,0.5585679729075955
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,33.0,18.0,1,1,4.0,6.0,32472,2,1,178596,97.52,0,13.3,10.5,14.8,508.5,0.25,94.5,0.10402491062161227,0.5760232220609579
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,34.0,18.0,1,1,4.0,7.0,37884,2,1,184008,97.987,0,26.6,21.0,29.6,1017.0,0.4,218.0,0.12136239572521432,0.5934784712143203
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,35.0,18.0,1,1,4.0,8.0,43296,2,1,189420,97.87,0,13.3,10.5,14.8,508.5,0.25,89.5,0.13869988082881637,0.6109337203676827
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,36.0,18.0,1,1,4.0,9.0,48708,2,1,194832,99.886,0,13.3,10.5,14.75,508.5,0.2,115.0,0.1560373659324184,0.628388969521045
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,37.0,18.0,1,1,4.0,10.0,54120,2,1,200244,100.197,0,26.5,21.0,29.5,1017.2,0.6,168.0,0.17337485103602046,0.6458442186744073
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,38.0,19.0,1,1,5.0,1.0,5412,3,1,205656,128.682,0,13.25,10.5,14.75,508.5,0.3,111.0,0.017337485103602047,0.6632994678277697
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,39.0,19.0,1,1,5.0,2.0,10824,3,1,211068,98.347,0,13.25,10.5,14.75,508.5,0.2,0.0,0.034674970207204094,0.6807547169811321
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,40.0,18.0,1,1,5.0,3.0,16236,3,1,216480,127.97,0,13.25,10.5,14.65,508.6,0.0,0.0,0.05201245531080614,0.6982099661344945
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,41.0,18.0,1,1,5.0,4.0,21648,3,1,221892,96.705,1,13.2,10.5,14.65,508.6,0.0,92.0,0.06934994041440819,0.7156652152878568
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,42.0,17.0,1,1,5.0,5.0,27060,3,1,227304,96.668,1,26.4,21.0,29.3,1017.0,0.8,214.0,0.08668742551801023,0.7331204644412191
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,43.0,17.0,1,1,5.0,6.0,32472,3,1,232716,96.687,0,13.2,10.5,14.6,508.5,0.15,64.5,0.10402491062161227,0.7505757135945815
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,44.0,17.0,1,1,5.0,7.0,37884,3,1,238128,97.219,0,13.2,10.5,14.55,508.5,0.3,90.5,0.12136239572521432,0.7680309627479439
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,45.0,17.0,1,1,5.0,8.0,43296,3,1,243540,97.426,0,26.4,21.0,29.1,1017.2,0.0,183.0,0.13869988082881637,0.7854862119013062
4,NOR,McLaren,2023,Bahrain Grand Prix,Sakhir,46.0,17.0,1,1,5.0,9.0,48708,3,1,248952,97.656,0,13.2,10.5,14.5,508.6,0.0,148.5,0.1560373659324184,0.8029414610546686
