DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
20,MAG,2023,Miami Grand Prix,Miami,1.0,MEDIUM,14.0,75768,0.24272479145042863
20,MAG,2023,Miami Grand Prix,Miami,2.0,HARD,43.0,232716,0.745511859454888
