DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
55,SAI,2024,British Grand Prix,Silverstone,1.0,MEDIUM,26.0,153166,0.4906713310011661
55,SAI,2024,British Grand Prix,Silverstone,2.0,INTERMEDIATE,13.0,76583,0.24533566550058306
55,SAI,2024,British Grand Prix,Silverstone,3.0,HARD,11.0,64801,0.2075917169620318
55,SAI,2024,British Grand Prix,Silverstone,4.0,SOFT,5.0,29455,0.09435987134637809
