DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2023,British Grand Prix,Silverstone,1.0,MEDIUM,33.0,194403,0.6227751508860954
1,VER,2023,British Grand Prix,Silverstone,2.0,SOFT,22.0,129602,0.4151834339240636
