Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
18,Bahrain Grand Prix,1.0,SOFT,9.0,48708
18,Bahrain Grand Prix,2.0,SUPERSOFT,19.0,102828
18,Bahrain Grand Prix,3.0,MEDIUM,26.0,140712
