DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
11,PER,2024,Hungarian Grand Prix,Budapest,1.0,HARD,28.0,122668,0.3929701815758787
11,PER,2024,Hungarian Grand Prix,Budapest,2.0,MEDIUM,19.0,83239,0.26665833749791773
11,PER,2024,Hungarian Grand Prix,Budapest,3.0,MEDIUM,23.0,100763,0.3227969348659004
