DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2024,Singapore Grand Prix,Marina Bay,1.0,MEDIUM,29.0,0,0.0
1,VER,2024,Singapore Grand Prix,Marina Bay,2.0,HARD,33.0,0,0.0
