DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
40,LAW,2023,Japanese Grand Prix,Suzuka,1.0,SOFT,10.0,58070,0.1860287804815541
40,LAW,2023,Japanese Grand Prix,Suzuka,2.0,MEDIUM,15.0,87105,0.27904317072233115
40,LAW,2023,Japanese Grand Prix,Suzuka,3.0,HARD,27.0,156789,0.502277707300196
