Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
2,Bahrain Grand Prix,1.0,SUPERSOFT,9.0,48708
2,Bahrain Grand Prix,2.0,SOFT,18.0,97416
2,Bahrain Grand Prix,3.0,MEDIUM,28.0,151536
