Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
3,Azerbaijan Grand Prix,1.0,SUPERSOFT,40.0,240120
3,Azerbaijan Grand Prix,2.0,ULTRASOFT,3.0,18009
