DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,Australian Grand Prix,Melbourne,1.0,MEDIUM,18.0,95004,0.30434782608695654
1,VER,2022,Australian Grand Prix,Melbourne,2.0,HARD,21.0,110838,0.35507246376811596
