DriverID,#Driver,Team,Year,GranPrix,#Location,LapNumber,position,PitInTime,PitOutTime,Stint,TireLife,#TireMeters,Compound,IsFreshTire,#DriverMeters,LapTime,Best,air_temp_avg,humidity_avg,trackTemp_AVG,pressure_avg,wind_speed_avg,wind_direction_avg,NormalizedTireMeters,NormalizedDriverMeters
23,ALB,Williams,2023,Italian Grand Prix,Monza,1.0,8.0,1,1,1.0,4.0,23172,2,0,5793,90.785,0,14.6,20.5,21.25,500.2,0.75,2.0,0.07423211471187484,0.0186840832123851
23,ALB,Williams,2023,Italian Grand Prix,Monza,2.0,6.0,1,1,1.0,5.0,28965,2,0,11586,87.067,1,29.2,40.0,43.1,1000.5,1.0,189.0,0.09279014338984354,0.0373681664247702
23,ALB,Williams,2023,Italian Grand Prix,Monza,3.0,6.0,1,1,1.0,6.0,34758,2,0,17379,86.578,1,14.7,19.5,21.6,500.2,0.65,11.5,0.11134817206781225,0.0560522496371553
23,ALB,Williams,2023,Italian Grand Prix,Monza,4.0,6.0,1,1,1.0,7.0,40551,2,0,23172,86.684,0,29.5,40.0,43.1,1000.4,0.8,204.0,0.12990620074578096,0.0747363328495404
23,ALB,Williams,2023,Italian Grand Prix,Monza,5.0,6.0,1,1,1.0,8.0,46344,2,0,28965,86.868,0,14.75,21.0,21.65,500.2,0.8,72.5,0.14846422942374968,0.0934204160619255
23,ALB,Williams,2023,Italian Grand Prix,Monza,6.0,6.0,1,1,1.0,9.0,52137,2,0,34758,86.661,0,29.7,41.0,43.4,1000.2,1.7,164.0,0.16702225810171836,0.1121044992743106
23,ALB,Williams,2023,Italian Grand Prix,Monza,7.0,6.0,1,1,1.0,10.0,57930,2,0,40551,86.773,0,29.6,42.0,43.6,1000.4,1.8,160.0,0.18558028677968708,0.1307885824866957
23,ALB,Williams,2023,Italian Grand Prix,Monza,8.0,6.0,1,1,1.0,11.0,63723,2,0,46344,86.676,0,14.85,21.5,21.8,500.25,0.5,81.0,0.2041383154576558,0.1494726656990808
23,ALB,Williams,2023,Italian Grand Prix,Monza,9.0,6.0,1,1,1.0,12.0,69516,2,0,52137,86.838,0,29.8,41.0,44.1,1000.4,0.6,178.0,0.2226963441356245,0.1681567489114659
23,ALB,Williams,2023,Italian Grand Prix,Monza,10.0,6.0,1,1,1.0,13.0,75309,2,0,57930,87.305,0,14.95,20.5,21.95,500.1,1.1,81.0,0.24125437281359322,0.186840832123851
23,ALB,Williams,2023,Italian Grand Prix,Monza,11.0,6.0,1,1,1.0,14.0,81102,2,0,63723,87.389,0,29.9,41.0,43.9,1000.4,1.8,181.0,0.25981240149156193,0.2055249153362361
23,ALB,Williams,2023,Italian Grand Prix,Monza,12.0,6.0,1,1,1.0,15.0,86895,2,0,69516,87.533,0,14.9,20.5,21.55,500.25,0.6,86.0,0.2783704301695306,0.2242089985486212
23,ALB,Williams,2023,Italian Grand Prix,Monza,13.0,6.0,1,1,1.0,16.0,92688,2,0,75309,87.676,0,29.9,41.0,43.7,1000.4,1.2,199.0,0.29692845884749935,0.2428930817610063
23,ALB,Williams,2023,Italian Grand Prix,Monza,14.0,6.0,1,1,1.0,17.0,98481,2,0,81102,87.723,0,15.0,21.0,21.85,500.2,1.0,129.0,0.31548648752546804,0.2615771649733914
23,ALB,Williams,2023,Italian Grand Prix,Monza,15.0,9.0,1,1,1.0,18.0,104274,2,0,86895,92.301,0,30.0,42.0,43.5,1000.4,0.8,156.0,0.3340445162034367,0.28026124818577647
23,ALB,Williams,2023,Italian Grand Prix,Monza,16.0,13.0,1,1,2.0,4.0,23172,3,0,92688,107.605,0,14.95,20.5,21.85,500.2,0.85,0.0,0.07423211471187484,0.2989453313981616
23,ALB,Williams,2023,Italian Grand Prix,Monza,17.0,13.0,1,1,2.0,5.0,28965,3,0,98481,87.087,0,29.8,39.0,43.5,1000.4,1.5,268.0,0.09279014338984354,0.31762941461054667
23,ALB,Williams,2023,Italian Grand Prix,Monza,18.0,13.0,1,1,2.0,6.0,34758,3,0,104274,86.893,0,14.9,20.0,21.8,500.2,0.6,79.0,0.11134817206781225,0.3363134978229318
23,ALB,Williams,2023,Italian Grand Prix,Monza,19.0,13.0,1,1,2.0,7.0,40551,3,0,110067,87.308,0,29.9,40.0,44.3,1000.4,0.8,201.0,0.12990620074578096,0.35499758103531687
23,ALB,Williams,2023,Italian Grand Prix,Monza,20.0,12.0,1,1,2.0,8.0,46344,3,0,115860,86.853,0,15.0,19.5,22.15,500.1,0.6,41.0,0.14846422942374968,0.373681664247702
23,ALB,Williams,2023,Italian Grand Prix,Monza,21.0,12.0,1,1,2.0,9.0,52137,3,0,121653,86.601,0,30.0,39.0,44.0,1000.2,1.3,145.0,0.16702225810171836,0.39236574746008707
23,ALB,Williams,2023,Italian Grand Prix,Monza,22.0,11.0,1,1,2.0,10.0,57930,3,0,127446,86.833,0,14.95,20.5,21.85,500.1,0.65,89.0,0.18558028677968708,0.4110498306724722
23,ALB,Williams,2023,Italian Grand Prix,Monza,23.0,9.0,1,1,2.0,11.0,63723,3,0,133239,86.913,0,29.9,41.0,43.6,1000.2,1.5,210.0,0.2041383154576558,0.42973391388485727
23,ALB,Williams,2023,Italian Grand Prix,Monza,24.0,8.0,1,1,2.0,12.0,69516,3,0,139032,86.748,0,14.95,20.5,21.75,500.2,0.85,88.5,0.2226963441356245,0.4484179970972424
23,ALB,Williams,2023,Italian Grand Prix,Monza,25.0,7.0,1,1,2.0,13.0,75309,3,0,144825,86.898,0,29.8,40.0,43.6,1000.2,1.6,156.0,0.24125437281359322,0.46710208030962747
23,ALB,Williams,2023,Italian Grand Prix,Monza,26.0,7.0,1,1,2.0,14.0,81102,3,0,150618,87.049,0,29.9,39.0,43.4,1000.2,1.7,153.0,0.25981240149156193,0.4857861635220126
23,ALB,Williams,2023,Italian Grand Prix,Monza,27.0,7.0,1,1,2.0,15.0,86895,3,0,156411,86.735,0,14.95,20.5,21.5,500.1,0.6,87.0,0.2783704301695306,0.5044702467343977
23,ALB,Williams,2023,Italian Grand Prix,Monza,28.0,6.0,1,1,2.0,16.0,92688,3,0,162204,87.024,0,29.9,41.0,43.3,1000.2,0.8,112.0,0.29692845884749935,0.5231543299467828
23,ALB,Williams,2023,Italian Grand Prix,Monza,29.0,6.0,1,1,2.0,17.0,98481,3,0,167997,86.977,0,14.85,21.0,21.25,500.1,0.4,158.5,0.31548648752546804,0.5418384131591679
23,ALB,Williams,2023,Italian Grand Prix,Monza,30.0,6.0,1,1,2.0,18.0,104274,3,0,173790,86.94,0,29.7,41.0,42.5,1000.2,1.2,190.0,0.3340445162034367,0.5605224963715529
23,ALB,Williams,2023,Italian Grand Prix,Monza,31.0,6.0,1,1,2.0,19.0,110067,3,0,179583,86.735,0,14.9,20.5,21.3,500.2,0.55,68.0,0.35260254488140547,0.5792065795839381
23,ALB,Williams,2023,Italian Grand Prix,Monza,32.0,6.0,1,1,2.0,20.0,115860,3,0,185376,86.432,1,29.9,41.0,42.6,1000.2,1.1,174.0,0.37116057355937415,0.5978906627963232
23,ALB,Williams,2023,Italian Grand Prix,Monza,33.0,6.0,1,1,2.0,21.0,121653,3,0,191169,86.389,1,14.9,21.0,21.25,500.1,0.75,82.0,0.3897186022373429,0.6165747460087083
23,ALB,Williams,2023,Italian Grand Prix,Monza,34.0,6.0,1,1,2.0,22.0,127446,3,0,196962,86.579,0,29.8,41.0,42.6,1000.2,0.8,232.0,0.4082766309153116,0.6352588292210933
23,ALB,Williams,2023,Italian Grand Prix,Monza,35.0,6.0,1,1,2.0,23.0,133239,3,0,202755,86.545,0,29.8,41.0,42.6,1000.2,1.8,139.0,0.42683465959328026,0.6539429124334785
23,ALB,Williams,2023,Italian Grand Prix,Monza,36.0,6.0,1,1,2.0,24.0,139032,3,0,208548,86.981,0,15.0,21.5,21.25,500.1,0.9,104.0,0.445392688271249,0.6726269956458636
23,ALB,Williams,2023,Italian Grand Prix,Monza,37.0,6.0,1,1,2.0,25.0,144825,3,0,214341,86.831,0,30.1,41.0,42.5,1000.2,1.5,171.0,0.4639507169492177,0.6913110788582487
23,ALB,Williams,2023,Italian Grand Prix,Monza,38.0,6.0,1,1,2.0,26.0,150618,3,0,220134,87.37,0,15.0,20.0,21.4,500.1,0.55,72.5,0.48250874562718643,0.7099951620706337
23,ALB,Williams,2023,Italian Grand Prix,Monza,39.0,6.0,1,1,2.0,27.0,156411,3,0,225927,86.802,0,30.0,40.0,42.6,1000.2,1.3,168.0,0.5010667743051551,0.7286792452830189
