DriverID,#Driver,Team,Year,GranPrix,#Location,LapNumber,position,PitInTime,PitOutTime,Stint,TireLife,#TireMeters,Compound,IsFreshTire,#DriverMeters,LapTime,Best,air_temp_avg,humidity_avg,trackTemp_AVG,pressure_avg,wind_speed_avg,wind_direction_avg,NormalizedTireMeters,NormalizedDriverMeters
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,1.0,4.0,1,1,1.0,1.0,5891,2,1,5891,98.3,0,10.7,27.5,14.8,500.6,1.6,118.5,0.01887197426927562,0.01900016126431221
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,2.0,4.0,1,1,1.0,2.0,11782,2,1,11782,93.994,1,10.75,27.0,14.8,500.6,1.35,98.0,0.03774394853855124,0.03800032252862442
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,3.0,4.0,1,1,1.0,3.0,17673,2,1,17673,92.934,1,21.5,54.0,29.4,1001.2,3.4,238.0,0.05661592280782685,0.057000483792936624
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,4.0,4.0,1,1,1.0,4.0,23564,2,1,23564,92.961,0,10.7,27.5,14.65,500.6,1.5,100.5,0.07548789707710248,0.07600064505724884
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,5.0,4.0,1,1,1.0,5.0,29455,2,1,29455,94.409,0,21.4,55.0,29.3,1001.2,3.4,221.0,0.09435987134637809,0.09500080632156103
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,6.0,4.0,1,1,1.0,6.0,35346,2,1,35346,93.761,0,10.7,27.5,14.75,500.6,1.7,91.5,0.1132318456156537,0.11400096758587325
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,7.0,4.0,1,1,1.0,7.0,41237,2,1,41237,93.403,0,21.4,54.0,29.3,1001.2,4.0,198.0,0.13210381988492934,0.13300112885018545
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,8.0,4.0,1,1,1.0,8.0,47128,2,1,47128,93.244,0,10.75,27.5,14.55,500.7,1.75,100.5,0.15097579415420495,0.15200129011449767
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,9.0,4.0,1,1,1.0,9.0,53019,2,1,53019,93.087,0,10.65,27.5,14.55,500.6,1.75,100.5,0.16984776842348057,0.17100145137880987
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,10.0,4.0,1,1,1.0,10.0,58910,2,1,58910,93.167,0,21.3,55.0,29.2,1001.2,3.7,202.0,0.18871974269275618,0.19000161264312207
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,11.0,4.0,1,1,1.0,11.0,64801,2,1,64801,93.048,0,10.65,27.5,14.55,500.6,1.5,87.5,0.2075917169620318,0.2090017739074343
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,12.0,4.0,1,1,1.0,12.0,70692,2,1,70692,93.621,0,21.3,55.0,29.1,1001.2,4.5,187.0,0.2264636912313074,0.2280019351717465
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,13.0,4.0,1,1,1.0,13.0,76583,2,1,76583,93.214,0,10.7,28.5,14.4,500.75,2.25,102.5,0.24533566550058306,0.2470020964360587
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,14.0,4.0,1,1,1.0,14.0,82474,2,1,82474,93.523,0,21.4,58.0,28.7,1001.5,3.7,191.0,0.26420763976985867,0.2660022577003709
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,15.0,4.0,1,1,1.0,15.0,88365,2,1,88365,93.542,0,10.45,30.5,13.85,500.75,1.25,127.5,0.2830796140391343,0.2850024189646831
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,16.0,4.0,1,1,1.0,16.0,94256,2,1,94256,93.248,0,20.7,63.0,27.7,1001.5,1.8,212.0,0.3019515883084099,0.30400258022899534
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,17.0,4.0,1,1,1.0,17.0,100147,2,1,100147,93.151,0,10.05,31.5,13.95,500.7,1.1,111.0,0.3208235625776855,0.32300274149330754
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,18.0,4.0,1,1,1.0,18.0,106038,2,1,106038,92.475,0,10.05,32.0,14.15,500.75,1.2,114.5,0.33969553684696113,0.34200290275761974
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,19.0,12.0,1,1,2.0,1.0,5891,3,1,111929,112.861,0,20.1,64.0,28.9,1001.4,3.4,239.0,0.01887197426927562,0.36100306402193194
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,20.0,12.0,1,1,2.0,2.0,11782,3,1,117820,92.87,1,10.15,32.0,14.65,500.6,1.35,108.5,0.03774394853855124,0.38000322528624414
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,21.0,12.0,1,1,2.0,3.0,17673,3,1,123711,92.848,1,10.1,32.0,14.8,500.7,1.1,103.0,0.05661592280782685,0.39900338655055634
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,22.0,12.0,1,1,2.0,4.0,23564,3,1,129602,93.035,0,20.0,64.0,29.6,1001.2,1.7,222.0,0.07548789707710248,0.4180035478148686
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,23.0,12.0,1,1,2.0,5.0,29455,3,1,135493,92.554,1,10.1,31.5,14.8,500.7,0.4,107.0,0.09435987134637809,0.4370037090791808
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,24.0,12.0,1,1,2.0,6.0,35346,3,1,141384,92.731,0,20.4,63.0,29.7,1001.4,1.3,202.0,0.1132318456156537,0.456003870343493
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,25.0,11.0,1,1,2.0,7.0,41237,3,1,147275,92.798,0,10.25,31.0,15.7,500.7,0.55,120.0,0.13210381988492934,0.4750040316078052
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,26.0,11.0,1,1,2.0,8.0,47128,3,1,153166,92.794,0,20.5,63.0,31.7,1001.4,2.0,220.0,0.15097579415420495,0.4940041928721174
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,27.0,10.0,1,1,2.0,9.0,53019,3,1,159057,92.942,0,10.4,31.0,16.2,500.7,0.6,104.5,0.16984776842348057,0.5130043541364296
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,28.0,10.0,1,1,2.0,10.0,58910,3,1,164948,92.814,0,20.8,62.0,32.8,1001.4,2.2,192.0,0.18871974269275618,0.5320045154007418
16,LEC,Ferrari,2023,British Grand Prix,Silverstone,29.0,8.0,1,1,2.0,11.0,64801,3,1,170839,92.658,0,10.5,30.5,16.65,500.7,0.8,106.0,0.2075917169620318,0.551004676665054
