DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
43,COL,2024,Italian Grand Prix,Monza,1.0,MEDIUM,16.0,92688,0.29692845884749935
43,COL,2024,Italian Grand Prix,Monza,2.0,HARD,37.0,214341,0.6866470610848422
