Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,Belgian Grand Prix,1.0,SOFT,14.0,98056
27,Belgian Grand Prix,2.0,MEDIUM,20.0,140080
27,Belgian Grand Prix,3.0,SOFT,15.0,105060
