DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,Belgian Grand Prix,Spa-Francorchamps,1.0,SOFT,15.0,105060,0.33656248798677585
1,VER,2022,Belgian Grand Prix,Spa-Francorchamps,2.0,MEDIUM,15.0,105060,0.33656248798677585
1,VER,2022,Belgian Grand Prix,Spa-Francorchamps,3.0,MEDIUM,14.0,98056,0.31412498878765743
