DriverID,Driver,Year,GranPrix,Location,LapNumber,Stint,TireLife,TireMeters,Compound,IsFreshTire,DriverMeters,LapTime,NormalizedTireMeters,NormalizedDriverMeters
1,VER,2022,Spanish Grand Prix,Barcelona,1.0,1.0,4.0,18628,SOFT,False,4657,0 days 00:01:29.739000,0.05967529055984828,0.009890749377713212
1,VER,2022,Spanish Grand Prix,Barcelona,2.0,1.0,5.0,23285,SOFT,False,9314,0 days 00:01:27.509000,0.07459411319981035,0.019781498755426424
1,VER,2022,Spanish Grand Prix,Barcelona,3.0,1.0,6.0,27942,SOFT,False,13971,0 days 00:01:27.574000,0.08951293583977242,0.02967224813313964
1,VER,2022,Spanish Grand Prix,Barcelona,4.0,1.0,7.0,32599,SOFT,False,18628,0 days 00:01:27.601000,0.10443175847973449,0.03956299751085285
1,VER,2022,Spanish Grand Prix,Barcelona,5.0,1.0,8.0,37256,SOFT,False,23285,0 days 00:01:27.937000,0.11935058111969656,0.04945374688856607
1,VER,2022,Spanish Grand Prix,Barcelona,6.0,1.0,9.0,41913,SOFT,False,27942,0 days 00:01:27.761000,0.13426940375965862,0.05934449626627928
1,VER,2022,Spanish Grand Prix,Barcelona,7.0,1.0,10.0,46570,SOFT,False,32599,0 days 00:01:28.070000,0.1491882263996207,0.06923524564399249
1,VER,2022,Spanish Grand Prix,Barcelona,8.0,1.0,11.0,51227,SOFT,False,37256,0 days 00:01:28.115000,0.1641070490395828,0.0791259950217057
1,VER,2022,Spanish Grand Prix,Barcelona,9.0,1.0,12.0,55884,SOFT,False,41913,0 days 00:01:36.463000,0.17902587167954484,0.08901674439941891
1,VER,2022,Spanish Grand Prix,Barcelona,10.0,1.0,13.0,60541,SOFT,False,46570,0 days 00:01:29.262000,0.19394469431950692,0.09890749377713214
1,VER,2022,Spanish Grand Prix,Barcelona,11.0,1.0,14.0,65198,SOFT,False,51227,0 days 00:01:29.192000,0.20886351695946898,0.10879824315484535
1,VER,2022,Spanish Grand Prix,Barcelona,12.0,1.0,15.0,69855,SOFT,False,55884,0 days 00:01:29.055000,0.22378233959943106,0.11868899253255856
